foodname,foodcategory,city,materials,description,hazirlama_suresi_dk,pisirme_suresi_dk,toplam_sure_dk,porsiyon_sayisi,zorluk,vejetaryen,vegan,etiketler,gluten,pisirme_yontemi
Moules-frites,Belçika Mutfağı – Ana Yemek,Brüksel,"midye, beyaz şarap, sarımsak, patates","Midyeler beyaz şarapta pişirilir, yanında patates kızartması ile servis edilir.",23,30,53,6.0,Zor,Evet,Evet,"zor, kalabalık aileye uygun, vegan",Glütensiz,Tencere
Quesadilla,Meksika Mutfağı – Ara Sıcak,Guadalajara,"tortilla, peynir, tavuk, biber, soğan",Malzemeler tortilla içine konur ve tavada çift taraflı pişirilir. Dilimlenerek sunulur.,25,20,45,4.0,Orta,Hayır,Hayır,orta,Glütensiz,Tava
Tarte Tatin,Fransız Mutfağı – Tatlı,Paris,"elma, şeker, tereyağı, hamur","Karamelize elmalar fırın kabına yerleştirilir, üzerine hamur serilip pişirilir ve ters çevrilerek servis edilir.",18,25,43,4.0,Orta,Evet,Hayır,"orta, vejetaryen, tatlı",Glütenli,Fırın
Laksa,Malezya Mutfağı – Çorba,Kuala Lumpur,"pirinç eriştesi, hindistancevizi sütü, deniz ürünleri, acı biber",Baharatlı hindistancevizi sütü içinde erişte ve deniz ürünleriyle hazırlanır. Aromatik bir çorbadır.,25,15,40,4.0,Orta,Evet,Hayır,"orta, vejetaryen, çorba",Glütenli,Tencere
Adobo,Filipin Mutfağı – Ana Yemek,Manila,"tavuk, soya sosu, sirke, sarımsak, defne yaprağı","Tavuk, soya sosu ve sirke karışımında marine edilip pişirilir. Pilavla sunulur.",22,30,52,6.0,Orta,Hayır,Hayır,"orta, kalabalık aileye uygun",Glütensiz,Tencere
Bobotie,Güney Afrika Mutfağı – Ana Yemek,Cape Town,"kıyma, süt, ekmek, yumurta, köri",Tatlı ve tuzlu aromalar taşıyan etli bir güveçtir. Üzerine yumurtalı karışım dökülüp fırınlanır.,29,30,59,6.0,Zor,Hayır,Hayır,"zor, kalabalık aileye uygun",Glütenli,Tencere
Kürt Böreği,Türk Mutfağı – Tatlı,İstanbul,"yufka, pudra şekeri, tereyağı","Kat kat yufka tereyağıyla hazırlanır, fırınlanır ve üzerine pudra şekeri serpilerek servis edilir.",19,25,44,4.0,Orta,Evet,Hayır,"orta, vejetaryen, tatlı, az malzemeli",Glütenli,Fırın
Arroz con Pollo,İspanyol Mutfağı – Ana Yemek,Sevilla,"pirinç, tavuk, bezelye, biber, safran","Tavuklar sotelenir, sebzeler eklenir. Pirinç ve safran ilave edilerek suyunu çekene kadar pişirilir.",20,30,50,4.0,Orta,Hayır,Hayır,orta,Glütensiz,Tava
Manti,Türk Mutfağı – Hamur İşi,Kayseri,"un, yumurta, kıyma, soğan, yoğurt, sarımsak","Hamur açılıp küçük kareler kesilir. Kıymalı harçla doldurulup kapatılır, haşlanır ve yoğurtla servis edilir.",15,20,35,4.0,Zor,Hayır,Hayır,zor,Glütenli,Tencere
Katsu Kare,Japon Mutfağı – Ana Yemek,Tokyo,"pirinç, domuz schnitzel, köri sosu, havuç, patates",Kızartılmış et dilimleri köri sos ve haşlanmış sebzelerle birlikte pirincin üzerinde servis edilir.,25,30,55,4.0,Zor,Evet,Evet,"zor, vegan",Glütensiz,Tencere
Pide,Türk Mutfağı – Fırın Ürünü,Samsun,"un, su, tuz, kıyma, kaşar, yumurta",Hamur yoğrulup açılır. Üzeri iç harçla doldurulup kenarları kapatılır. Fırında pişirilir.,60,35,95,4.0,Orta,Hayır,Hayır,"uzun süreli, orta, fırın yemeği",Glütenli,Fırın
Gözleme,Türk Mutfağı – Hamur İşi,Ankara,"un, su, ıspanak, peynir, yağ","Hamur açılır, iç harç konulur, kapatılır ve tavada pişirilir. Sıcak servis edilir.",20,20,40,4.0,Orta,Evet,Hayır,"orta, vejetaryen",Glütenli,Tava
Saganaki,Yunan Mutfağı – Meze,Atina,"beyaz peynir, un, limon, zeytinyağı","Peynir una bulanır, tavada kızartılır. Limon sıkılarak sıcak servis edilir.",14,5,19,2.0,Kolay,Evet,Hayır,"hızlı, kolay, tek/çift kişilik, vejetaryen, meze",Glütenli,Tava
Dolmadakia,Yunan Mutfağı – Zeytinyağlı,Selanik,"asma yaprağı, pirinç, dereotu, limon","Yapraklar iç harçla sarılır, zeytinyağı ve limonla pişirilir. Soğuk servis edilir.",31,20,51,4.0,Orta,Evet,Evet,"orta, vegan, zeytinyağlı",Glütensiz,Tencere
Canelé,Fransız Mutfağı – Tatlı,Bordeaux,"süt, yumurta, şeker, vanilya, rom","Hamur hazırlanır, özel kalıplarda pişirilir. Dışı çıtır, içi yumuşak dokulu bir tatlıdır.",27,25,52,4.0,Orta,Evet,Hayır,"orta, vejetaryen, tatlı",Glütensiz,Fırın
Baba Ghanoush,Lübnan Mutfağı – Meze,Beyrut,"patlıcan, tahin, limon suyu, sarımsak",Közlenmiş patlıcanlar tahin ve limonla karıştırılır. Soğuk meze olarak servis edilir.,15,5,20,2.0,Kolay,Evet,Evet,"hızlı, kolay, tek/çift kişilik, vegan, meze",Glütensiz,Tencere
Avgolemono,Yunan Mutfağı – Çorba,Atina,"tavuk suyu, limon, yumurta, pirinç",Tavuk suyuna limon ve yumurta karışımı eklenir. Yoğun kıvamlı ve ekşi tatlı bir çorbadır.,20,15,35,4.0,Orta,Hayır,Hayır,"orta, çorba",Glütensiz,Tencere
Kıymalı Makarna,Türk Mutfağı – Ana Yemek,İstanbul,"makarna, kıyma, soğan, salça, tuz, karabiber","Makarnalar haşlanır. Soğan ve kıyma kavrulur, salça eklenir. Sos makarnayla karıştırılıp sıcak servis edilir.",36,30,66,4.0,Zor,Hayır,Hayır,"uzun süreli, zor",Glütenli,Tencere
Tavuk Sote,Türk Mutfağı – Ana Yemek,Ankara,"tavuk göğsü, biber, domates, soğan, sıvı yağ",Tavuklar doğranıp sotelenir. Sebzeler eklenir ve birlikte pişirilir. Sıcak servis edilir.,30,30,60,6.0,Orta,Hayır,Hayır,"uzun süreli, orta, kalabalık aileye uygun",Glütensiz,Tava
Zeytinyağlı Enginar,Türk Mutfağı – Zeytinyağlı,İzmir,"enginar, havuç, bezelye, patates, limon, zeytinyağı",Enginarlar iç malzemelerle doldurulup zeytinyağı ile pişirilir. Soğuk servis edilir.,20,20,40,4.0,Zor,Evet,Evet,"zor, vegan, zeytinyağlı",Glütensiz,Tencere
Domates Çorbası,Türk Mutfağı – Çorba,İstanbul,"domates, un, süt, tereyağı, tuz","Domatesler pişirilir, unla kıvam verilir. Süt eklenir, blendırdan geçirilir. Üzeri kaşar rendesiyle sunulur.",22,15,37,4.0,Orta,Evet,Hayır,"orta, vejetaryen, çorba",Glütenli,Tencere
Fırında Tavuk Baget,Türk Mutfağı – Ana Yemek,Bursa,"tavuk baget, patates, biber, salça, yağ, baharat",Bagetler ve sebzeler sosla harmanlanır. Fırında kızarana kadar pişirilir.,37,30,67,4.0,Zor,Hayır,Hayır,"uzun süreli, zor",Glütensiz,Fırın
Mercimek Köftesi,Türk Mutfağı – Meze,Adıyaman,"kırmızı mercimek, ince bulgur, soğan, salça, yeşillik","Mercimek haşlanır, bulgur eklenir. Soğan ve salça ile yoğrulur. Şekil verilerek servis edilir.",11,5,16,2.0,Kolay,Evet,Evet,"hızlı, kolay, tek/çift kişilik, vegan, meze",Glütenli,Tencere
Patates Püresi,Türk Mutfağı – Garnitür,İzmir,"patates, süt, tereyağı, tuz","Patatesler haşlanır, ezilir. Süt ve tereyağı eklenerek karıştırılır. Sıcak servis edilir.",15,5,20,6.0,Orta,Evet,Hayır,"hızlı, orta, kalabalık aileye uygun, vejetaryen",Glütensiz,Tencere
Karnabahar Kızartması,Türk Mutfağı – Ara Sıcak,Edirne,"karnabahar, yumurta, un, tuz, sıvı yağ","Karnabahar haşlanır, un ve yumurtaya bulanarak kızartılır. Sarımsaklı yoğurtla servis edilir.",21,20,41,4.0,Orta,Evet,Hayır,"orta, vejetaryen",Glütenli,Tencere
Yoğurtlu Kabak,Türk Mutfağı – Meze,Muğla,"kabak, yoğurt, sarımsak, zeytinyağı, nane",Kabaklar rendelenip sotelenir. Yoğurt ve sarımsakla karıştırılır. Üzeri nane ile süslenir.,11,5,16,2.0,Kolay,Evet,Hayır,"hızlı, kolay, tek/çift kişilik, vejetaryen, meze",Glütensiz,Tava
Sebzeli Bulgur Pilavı,Türk Mutfağı – Pilav,Gaziantep,"bulgur, biber, domates, soğan, salça",Soğan ve sebzeler kavrulur. Salça ve bulgur eklenir. Su konup kapağı kapatılarak pişirilir.,15,20,35,4.0,Orta,Evet,Evet,"orta, vegan",Glütenli,Tencere
Fırında Makarna,Türk Mutfağı – Ana Yemek,İzmir,"makarna, süt, yumurta, beyaz peynir, kaşar peyniri","Haşlanmış makarnaya süt, yumurta ve peynirler eklenir. Fırın kabına alınıp üzeri kızarana kadar pişirilir.",25,30,55,4.0,Orta,Evet,Hayır,"orta, vejetaryen",Glütenli,Tencere
Kuru Fasulye,Türk Mutfağı – Ana Yemek,Erzurum,"kuru fasulye, soğan, salça, sıvı yağ, tuz",Fasulyeler bir gece önceden ıslatılır. Soğan ve salçayla birlikte pişirilerek sıcak servis edilir.,21,30,51,4.0,Zor,Evet,Evet,"zor, vegan",Glütensiz,Tencere
Fırın Tavuk,Türk Mutfağı – Ana Yemek,Bursa,"tavuk but, patates, baharat, sıvı yağ","Tavuklar baharatlanır, dilimlenmiş patateslerle birlikte fırında pişirilir.",33,30,63,4.0,Orta,Hayır,Hayır,"uzun süreli, orta",Glütensiz,Fırın
Taze Fasulye,Türk Mutfağı – Zeytinyağlı,Amasya,"taze fasulye, domates, soğan, zeytinyağı","Fasulyeler ayıklanır, domates ve soğanla birlikte zeytinyağında pişirilir.",33,20,53,6.0,Orta,Evet,Evet,"orta, kalabalık aileye uygun, vegan, zeytinyağlı",Glütensiz,Tencere
Pirinç Pilavı,Türk Mutfağı – Pilav,Konya,"pirinç, tereyağı, sıvı yağ, tuz, su",Pirinç tereyağında kavrulur. Üzerine sıcak su eklenip kısık ateşte demlenir.,21,20,41,6.0,Orta,Evet,Hayır,"orta, kalabalık aileye uygun, vejetaryen",Glütensiz,Tencere
Kısır,Türk Mutfağı – Meze,Hatay,"ince bulgur, domates salçası, yeşillik, nar ekşisi, limon","Bulgur sıcak suyla ıslatılır. Salça ve yeşilliklerle karıştırılır, limon ve nar ekşisi ile tatlandırılır.",15,5,20,2.0,Kolay,Evet,Evet,"hızlı, kolay, tek/çift kişilik, vegan, meze",Glütenli,Tencere
Havuç Tarator,Türk Mutfağı – Meze,Antalya,"havuç, yoğurt, sarımsak, ceviz, zeytinyağı",Havuçlar rendelenip sotelenir. Yoğurt ve sarımsakla karıştırılır. Üzeri cevizle süslenir.,11,5,16,2.0,Kolay,Evet,Hayır,"hızlı, kolay, tek/çift kişilik, vejetaryen, meze",Glütensiz,Tava
Terbiyeli Tavuk Çorbası,Türk Mutfağı – Çorba,Çorum,"tavuk, un, limon, yumurta, su",Tavuk haşlanır. Terbiye karışımı (yumurta-limon-un) ile karıştırılarak pişirilir.,19,15,34,4.0,Orta,Hayır,Hayır,"orta, çorba",Glütenli,Tencere
Bulgur Köftesi,Türk Mutfağı – Ana Yemek,Malatya,"ince bulgur, irmik, yumurta, un, baharatlar","Malzemeler yoğrulur, küçük köfteler yapılır. Haşlanır veya kızartılır. Sosla birlikte servis edilir.",39,30,69,6.0,Orta,Evet,Hayır,"uzun süreli, orta, kalabalık aileye uygun, vejetaryen",Glütenli,Tencere
Simit,Türk Mutfağı – Kahvaltı,İstanbul,"un, su, pekmez, susam, tuz","Hamur yoğrulur, halka şekli verilir. Pekmezli suya batırılıp susama bulanır ve fırınlanır.",12,5,17,6.0,Kolay,Evet,Evet,"hızlı, kolay, kalabalık aileye uygun, vegan",Glütenli,Tencere
Ispanaklı Börek,Türk Mutfağı – Hamur İşi,Bolu,"yufka, ıspanak, soğan, beyaz peynir, sıvı yağ","Ispanak ve soğan kavrulur, peynir eklenir. Yufkaya sarılarak fırında pişirilir.",20,20,40,6.0,Orta,Evet,Hayır,"orta, kalabalık aileye uygun, vejetaryen",Glütenli,Fırın
Güveç,Türk Mutfağı – Ana Yemek,Nevşehir,"kuzu eti, patlıcan, domates, biber, soğan",Tüm malzemeler güveç kabına yerleştirilir ve fırında ağır ağır pişirilir.,36,30,66,6.0,Zor,Hayır,Hayır,"uzun süreli, zor, kalabalık aileye uygun",Glütensiz,Fırın
Zeytinyağlı Taze Bakla,Türk Mutfağı – Zeytinyağlı,Çanakkale,"bakla, soğan, un, limon, dereotu, zeytinyağı","Bakla unlu limonlu suda haşlanır. Soğanla kavrulup zeytinyağında pişirilir, dereotu ile süslenir.",34,20,54,6.0,Orta,Evet,Evet,"orta, kalabalık aileye uygun, vegan, zeytinyağlı",Glütenli,Tencere
Kalamar Tava,Türk Mutfağı – Deniz Ürünü,İzmir,"kalamar, un, soda, limon, tuz","Kalamarlar halka halka doğranır, sodalı un karışımına bulanarak kızgın yağda kızartılır.",15,20,35,6.0,Zor,Evet,Evet,"zor, kalabalık aileye uygun, vegan",Glütenli,Tava
Ciğer Tava,Türk Mutfağı – Ana Yemek,Edirne,"ciğer, un, tuz, pul biber, sıvı yağ","Ciğer doğranır, una bulanır ve kızgın yağda kızartılır. Soğanla servis edilir.",20,30,50,6.0,Orta,Evet,Evet,"orta, kalabalık aileye uygun, vegan",Glütenli,Tava
Su Böreği,Türk Mutfağı – Börek,Kars,"yumurta, un, tereyağı, peynir, su","Hamurlar haşlanır, kat kat dizilir. Peynirli harç eklenir ve fırında pişirilir.",28,20,48,4.0,Orta,Evet,Hayır,"orta, vejetaryen",Glütenli,Fırın
Kuzu Tandır,Türk Mutfağı – Ana Yemek,Konya,"kuzu eti, tuz, karabiber",Kuzu eti tuz ve karabiber ile ovulur. Uzun süre fırında ya da tandırda pişirilir.,33,30,63,4.0,Orta,Hayır,Hayır,"uzun süreli, orta, az malzemeli",Glütensiz,Fırın
Kabak Mücver,Türk Mutfağı – Meze,Zonguldak,"kabak, yumurta, un, dereotu, tuz","Kabak rendelenir, diğer malzemelerle karıştırılır. Kaşıkla tavaya dökülüp kızartılır.",12,5,17,2.0,Kolay,Evet,Hayır,"hızlı, kolay, tek/çift kişilik, vejetaryen, meze",Glütenli,Tava
Şehriye Çorbası,Türk Mutfağı – Çorba,Tokat,"arpa şehriye, domates salçası, tereyağı, su, tuz","Tereyağında salça kavrulur, şehriye eklenir. Üzerine su eklenip pişirilir.",23,15,38,4.0,Orta,Evet,Hayır,"orta, vejetaryen, çorba",Glütensiz,Tencere
Kabak Tatlısı,Türk Mutfağı – Tatlı,Antalya,"bal kabağı, toz şeker, ceviz",Kabaklar şekerde bekletilip kendi suyunda pişirilir. Üzerine ceviz serpilerek servis edilir.,25,25,50,4.0,Orta,Evet,Evet,"orta, vegan, tatlı, az malzemeli",Glütensiz,Fırın
Köfte,Türk Mutfağı – Ana Yemek,Tekirdağ,"kıyma, soğan, ekmek içi, yumurta, baharat",Tüm malzemeler yoğrulup şekil verilir. Tavada ya da ızgarada pişirilerek sıcak servis edilir.,30,30,60,4.0,Orta,Hayır,Hayır,"uzun süreli, orta",Glütenli,Tava
Çılbır,Türk Mutfağı – Kahvaltı,Edirne,"yumurta, yoğurt, sarımsak, tereyağı, pul biber","Yumurtalar haşlanır, sarımsaklı yoğurtla servis edilir. Üzerine kızdırılmış pul biberli tereyağı gezdirilir.",14,5,19,4.0,Kolay,Evet,Hayır,"hızlı, kolay, vejetaryen",Glütensiz,Tencere
Balık Buğulama,Türk Mutfağı – Deniz Ürünü,Trabzon,"balık, domates, soğan, limon, zeytinyağı",Balık sebzelerle birlikte tencerede buğulama şeklinde pişirilir. Sıcak servis edilir.,18,20,38,6.0,Zor,Hayır,Hayır,"zor, kalabalık aileye uygun",Glütensiz,Tencere
Sulu Köfte,Türk Mutfağı – Ana Yemek,Kastamonu,"kıyma, pirinç, soğan, havuç, patates, salça","Köfteler hazırlanır, sebzelerle birlikte sulu şekilde pişirilir.",24,30,54,6.0,Orta,Hayır,Hayır,"orta, kalabalık aileye uygun",Glütensiz,Tencere
Tarhana Çorbası,Türk Mutfağı – Çorba,Afyonkarahisar,"tarhana, su, tereyağı, salça, nane",Tarhana su ile açılır. Salçalı tereyağında kaynatılarak pişirilir. Üzerine nane serpilir.,25,15,40,4.0,Orta,Evet,Hayır,"orta, vejetaryen, çorba",Glütensiz,Tencere
Muhallebi,Türk Mutfağı – Tatlı,İstanbul,"süt, nişasta, un, şeker, vanilin",Tüm malzemeler karıştırılarak kaynatılır. Kıvam alınca kaselere dökülüp soğutulur.,33,25,58,4.0,Orta,Evet,Hayır,"orta, vejetaryen, tatlı",Glütenli,Fırın
Revani,Türk Mutfağı – Tatlı,Gaziantep,"irmik, un, yoğurt, yumurta, şeker, şerbet","İrmikli kek hazırlanır, piştikten sonra üzerine şerbet dökülerek servis edilir.",16,25,41,4.0,Orta,Hayır,Hayır,"orta, tatlı",Glütenli,Fırın
İzmir Köfte,Türk Mutfağı – Ana Yemek,İzmir,"kıyma, soğan, patates, biber, salça","Köfteler hazırlanır, sebzelerle birlikte fırın kabında pişirilir. Üzerine salçalı sos eklenir.",22,30,52,4.0,Orta,Hayır,Hayır,orta,Glütensiz,Tencere
Lahmacun,Türk Mutfağı – Hamur İşi,Şanlıurfa,"hamur, kıyma, domates, biber, soğan, baharat","Hamur açılır, üzerine kıymalı harç yayılır. Fırında pişirilerek limon ve maydanozla servis edilir.",31,20,51,4.0,Zor,Hayır,Hayır,zor,Glütenli,Fırın
Hamsi Tava,Türk Mutfağı – Deniz Ürünü,Rize,"hamsi, mısır unu, tuz, sıvı yağ",Hamsiler temizlenip mısır ununa bulanır. Tavada kızartılarak sıcak servis edilir.,34,20,54,6.0,Orta,Evet,Evet,"orta, kalabalık aileye uygun, vegan",Glütenli,Tava
Etli Nohut,Türk Mutfağı – Ana Yemek,Sivas,"nohut, kuşbaşı et, soğan, salça, tuz","Nohut bir gece önceden ıslatılır. Etle birlikte kavrulur, salça ve su eklenerek pişirilir.",40,30,70,4.0,Orta,Hayır,Hayır,"uzun süreli, orta",Glütensiz,Tencere
Çoban Salata,Türk Mutfağı – Salata,Muğla,"domates, salatalık, biber, soğan, limon, zeytinyağı","Tüm sebzeler küçük doğranır, limon ve zeytinyağıyla harmanlanarak servis edilir.",8,0,8,4.0,Kolay,Evet,Evet,"hızlı, kolay, vegan, salata",Glütensiz,Tencere
Tavuklu Pilav,Türk Mutfağı – Ana Yemek,Uşak,"pirinç, tavuk göğsü, tereyağı, tuz, karabiber","Tavuk haşlanır, didiklenir. Pirinç kavrulur, tavuk suyu ile birlikte pişirilir ve tavukla servis edilir.",30,30,60,6.0,Orta,Hayır,Hayır,"uzun süreli, orta, kalabalık aileye uygun",Glütensiz,Tencere
Fırın Sütlaç,Türk Mutfağı – Tatlı,Trabzon,"süt, pirinç, şeker, nişasta, vanilin",Pirinç sütle kaynatılır. Şeker ve vanilin eklenip fırın kaplarında üzeri kızarana kadar pişirilir.,17,25,42,4.0,Orta,Evet,Hayır,"orta, vejetaryen, tatlı",Glütensiz,Fırın
Yoğurt Çorbası,Türk Mutfağı – Çorba,Bitlis,"yoğurt, pirinç, yumurta, un, nane",Yoğurtlu terbiye hazırlanır. Pirinçle birlikte pişirilir ve nane ile süslenir.,15,15,30,4.0,Orta,Evet,Hayır,"orta, vejetaryen, çorba",Glütenli,Tencere
Kuru Cacık,Türk Mutfağı – Meze,Amasya,"salatalık, yoğurt, sarımsak, nane","Salatalıklar rendelenir, yoğurt ve sarımsakla karıştırılır. Nane ile servis edilir.",11,5,16,2.0,Kolay,Evet,Hayır,"hızlı, kolay, tek/çift kişilik, vejetaryen, meze",Glütensiz,Tencere
Arnavut Ciğeri,Türk Mutfağı – Ara Sıcak,İstanbul,"ciğer, un, soğan, maydanoz, pul biber",Ciğer küp doğranıp una bulanır ve kızartılır. Soğanla birlikte servis edilir.,20,20,40,4.0,Zor,Evet,Evet,"zor, vegan",Glütenli,Tava
Kabak Yemeği,Türk Mutfağı – Ana Yemek,Denizli,"kabak, domates, soğan, zeytinyağı","Kabak ve sebzeler doğranır, zeytinyağında pişirilerek sıcak veya soğuk servis edilir.",21,30,51,6.0,Orta,Evet,Evet,"orta, kalabalık aileye uygun, vegan",Glütensiz,Tencere
Patatesli Omlet,Türk Mutfağı – Kahvaltı,Eskişehir,"patates, yumurta, tuz, karabiber, sıvı yağ",Patatesler küp doğranıp kızartılır. Üzerine çırpılmış yumurta dökülerek omlet yapılır.,15,5,20,4.0,Kolay,Evet,Hayır,"hızlı, kolay, vejetaryen",Glütensiz,Tava
Fırında Karnabahar,Türk Mutfağı – Ara Sıcak,Yozgat,"karnabahar, yoğurt, yumurta, kaşar peyniri","Karnabahar haşlanır, yoğurt ve yumurta karışımıyla harmanlanır. Üzeri peynirle fırında pişirilir.",21,20,41,6.0,Orta,Evet,Hayır,"orta, kalabalık aileye uygun, vejetaryen",Glütensiz,Fırın
Yoğurtlu Semizotu Salatası,Türk Mutfağı – Salata,Aydın,"semizotu, yoğurt, sarımsak, zeytinyağı, tuz","Semizotu ayıklanır, yoğurt ve sarımsakla karıştırılır. Üzeri zeytinyağı ile süslenerek servis edilir.",10,0,10,4.0,Kolay,Evet,Hayır,"hızlı, kolay, vejetaryen, salata",Glütensiz,Tencere
Kuzu İncik,Türk Mutfağı – Ana Yemek,Erzincan,"kuzu incik, havuç, patates, sarımsak, kekik",İncikler sebzelerle birlikte fırın poşetinde ya da güveçte uzun sürede pişirilir.,27,30,57,4.0,Orta,Evet,Evet,"orta, vegan",Glütensiz,Tencere
Peynirli Gözleme,Türk Mutfağı – Kahvaltı,Çorum,"un, su, beyaz peynir, maydanoz, tuz","Hamur açılır, peynirli iç harç konur. Katlanıp tavada iki yüzü de pişirilir.",14,5,19,4.0,Kolay,Evet,Hayır,"hızlı, kolay, vejetaryen",Glütenli,Tava
Mantar Sote,Türk Mutfağı – Ana Yemek,Bilecik,"kültür mantarı, biber, domates, sarımsak, zeytinyağı",Mantar ve sebzeler doğranıp tavada sotelenir. Sıcak olarak servis edilir.,22,30,52,4.0,Orta,Evet,Evet,"orta, vegan",Glütensiz,Tava
Zeytinyağlı Barbunya,Türk Mutfağı – Zeytinyağlı,Bursa,"barbunya, havuç, soğan, domates, zeytinyağı","Sebzeler kavrulur, barbunya eklenip zeytinyağı ile pişirilir. Soğuk servis edilir.",20,20,40,4.0,Orta,Evet,Evet,"orta, vegan, zeytinyağlı",Glütenli,Tencere
Saray Helvası,Türk Mutfağı – Tatlı,Balıkesir,"un, tereyağı, pudra şekeri",Un tereyağında kavrulur. Ocaktan alındıktan sonra pudra şekeri eklenip kalıplara bastırılır.,19,25,44,4.0,Orta,Evet,Hayır,"orta, vejetaryen, tatlı, az malzemeli",Glütenli,Fırın
Etli Kuru Dolma,Türk Mutfağı – Ana Yemek,Mardin,"kuru patlıcan, kıyma, pirinç, soğan, salça","Kuru patlıcanlar haşlanır, iç harçla doldurulup tencerede pişirilir.",31,30,61,4.0,Orta,Hayır,Hayır,"uzun süreli, orta",Glütensiz,Tencere
Taze Börülce Salatası,Türk Mutfağı – Salata,Aydın,"börülce, domates, soğan, zeytinyağı, limon","Börülce haşlanır, diğer malzemelerle karıştırılıp zeytinyağlı limon sosla harmanlanır.",9,0,9,4.0,Kolay,Evet,Evet,"hızlı, kolay, vegan, salata",Glütensiz,Tencere
Tavuklu Bezelye,Türk Mutfağı – Ana Yemek,Niğde,"bezelye, tavuk göğsü, havuç, patates, salça","Tavuk ve sebzeler doğranır, salçayla kavrulup haşlanarak pişirilir.",37,30,67,6.0,Orta,Hayır,Hayır,"uzun süreli, orta, kalabalık aileye uygun",Glütensiz,Tencere
Garnitürlü Rus Salatası,Türk Mutfağı – Salata,Ankara,"havuç, bezelye, patates, turşu, yoğurt, mayonez","Sebzeler haşlanır, doğranır ve yoğurt-mayonezle karıştırılır. Soğuk servis edilir.",5,0,5,4.0,Kolay,Evet,Hayır,"hızlı, kolay, vejetaryen, salata",Glütensiz,Tencere
Lazanya,İtalyan Mutfağı – Ana Yemek,Bologna,"lazanya yaprağı, kıyma, domates sos, beşamel sos, kaşar peyniri","Kat kat lazanya yaprakları, etli sos ve beşamel sos ile dizilir. Fırında pişirilerek servis edilir.",35,30,65,4.0,Orta,Hayır,Hayır,"uzun süreli, orta",Glütensiz,Fırın
Tacos,Meksika Mutfağı – Sokak Yemeği,Mexico City,"tortilla, kıyma, domates, marul, peynir","Tortillaların içine kıyma ve sebzeler konur, üzerine peynir serpilerek sıcak servis edilir.",24,20,44,4.0,Orta,Hayır,Hayır,orta,Glütensiz,Tencere
Sushi,Japon Mutfağı – Ana Yemek,Tokyo,"suşi pirinci, nori yosunu, somon, avokado, pirinç sirkesi","Pirinç sirkesiyle hazırlanan pirinç, yosunla sarılır. İçine somon ve sebzeler konularak rulo yapılır.",21,30,51,6.0,Orta,Evet,Evet,"orta, kalabalık aileye uygun, vegan",Glütenli,Tencere
Kimchi,Kore Mutfağı – Fermente,Seul,"lahana, kırmızı biber, sarımsak, zencefil, balık sosu",Lahana baharatlı karışımla ovulur ve fermente edilerek uzun süreli saklanabilir.,34,20,54,4.0,Orta,Hayır,Hayır,orta,Glütensiz,Tencere
Pad Thai,Tayland Mutfağı – Ana Yemek,Bangkok,"pirinç eriştesi, karides, yumurta, yer fıstığı, lime","Erişte tavada sotelenir, karides ve yumurta eklenir. Fıstık ve lime ile servis edilir.",20,30,50,6.0,Orta,Evet,Hayır,"orta, kalabalık aileye uygun, vejetaryen",Glütenli,Tava
Miso Çorbası,Japon Mutfağı – Çorba,Osaka,"miso ezmesi, tofu, yeşil soğan, deniz yosunu, su","Miso ezmesi sıcak suda eritilir, tofu ve yeşil soğan eklenerek servis edilir.",20,15,35,4.0,Orta,Evet,Evet,"orta, vegan, çorba",Glütenli,Tencere
Falafel,Ortadoğu Mutfağı – Atıştırmalık,Beyrut,"nohut, soğan, sarımsak, kişniş, kimyon","Nohut karışımı yuvarlanır, kızartılır ve tahinli sosla birlikte sunulur.",9,0,9,2.0,Orta,Evet,Evet,"hızlı, orta, tek/çift kişilik, vegan, atıştırmalık",Glütensiz,Tava
Borscht,Doğu Avrupa Mutfağı – Çorba,Kiev,"pancar, lahana, havuç, soğan, et suyu",Sebzeler et suyunda pişirilir. Yoğurt veya krema ile birlikte servis edilir.,17,15,32,4.0,Orta,Hayır,Hayır,"orta, çorba",Glütensiz,Tencere
Paella,İspanyol Mutfağı – Ana Yemek,Valensiya,"pirinç, deniz ürünleri, bezelye, safran, biber",Pirinç ve deniz ürünleri sebzelerle birlikte tek tavada safranla pişirilir.,29,30,59,4.0,Zor,Evet,Evet,"zor, vegan",Glütensiz,Tava
Croissant,Fransız Mutfağı – Kahvaltı,Paris,"un, tereyağı, süt, maya, yumurta",Kat kat açılan hamur tereyağı ile yoğrulur. Şekil verilerek fırında pişirilir.,13,5,18,4.0,Kolay,Evet,Hayır,"hızlı, kolay, vejetaryen",Glütenli,Fırın
Shepherd's Pie,İngiliz Mutfağı – Ana Yemek,Londra,"kıyma, soğan, havuç, bezelye, patates püresi","Kıymalı sebzeli harç fırın kabına konur, üzerine patates püresi yayılır ve fırında pişirilir.",33,30,63,4.0,Orta,Hayır,Hayır,"uzun süreli, orta",Glütensiz,Fırın
Chili con Carne,Amerikan Mutfağı – Ana Yemek,Texas,"kıyma, kırmızı fasulye, domates, soğan, biber",Kıyma ve sebzeler baharatlarla birlikte pişirilir. Üzerine fasulye eklenerek servis edilir.,30,30,60,6.0,Zor,Hayır,Hayır,"uzun süreli, zor, kalabalık aileye uygun",Glütensiz,Tencere
